sentence_index	tweet_id
1	849667487180259329
2	850490912954351616
3	848791766853668864
4	848306464892604416
5	850010509969465344
6	850433664890544128
7	847529600108421121
8	848619867506913282
9	850411934205845504
10	848325397985071104
11	849087242987593728
12	850449456445235200
13	850100742035836929
14	847945888995708928
15	850577240127623169
16	849811213416574976
17	849282894682050564
18	848491429517295616
19	847972153727299584
20	850455815001522176
21	847534226413105152
22	847804507367100416
23	849562231129993216
24	848317802092130306
25	850814012753403907
26	848377830996148224
27	847851483571814400
28	850344984742174720
29	847482196096987137
30	848813568820518913
31	848668638869671939
32	850660404770590720
33	848638037231906817
34	850090319165050880
35	850387833751650305
36	850590552856948737
37	848610228967010305
38	847394619029467136
39	848074037540597760
40	848992241981018112
41	849881409284182016
42	848437713061634052
43	849636831033532417
44	848866727429455872
45	848926030723031040
46	849429355583426561
47	850311262504407044
48	848600351381098496
49	848455845021196288
50	850672203372916736
51	850334784194609152
52	848975292794318848
53	848037224134430720
54	847496569947422725
55	849054770694434816
56	849303652280020995
57	847876720719912960
58	850346419164553218
59	847803697857953794
60	848960621127270400
61	849300057782456321
62	849049657833656327
63	849337999431274497
64	850512261974286336
65	848901053634547713
66	847678124628131841
67	848958729513054208
68	848686686930382848
69	848999561066663939
70	849966683662032896
71	849744347822268417
72	849681366132436994
73	848834691356667904
74	848067175680274433
75	849574897940606976
76	850380636300820480
77	848652738267406337
78	849797741312180224
79	850720957941547008
80	850071247673151488
81	849312338704551936
82	849107027527745536
83	848427885811597312
84	847652946217009155
85	849464319288987650
86	848005091579899905
87	848712276408512513
88	847434833995350016
89	847535899974004737
90	848338236770582529
91	848337741813358592
92	850103669655842816
93	850182237362544642
94	850131301713793024
95	848601639057575936
96	850562987870105600
97	850795142583693312
98	850447602550222848
99	847542736651767809
100	848075480368545792
101	850822304892420096
102	850082782017703936
103	847704741643669504
104	849103588198666240
105	849763234743808002
106	848208045553438720
107	850354807772786688
108	848773425136934912
109	848677539186978817
110	849203190314684417
111	850025252952440833
112	848993277986701312
113	850606327625728000
114	847529042261704707
115	848554797049421824
116	848556688689033216
117	848835698006401024
118	848738847307350016
119	849013733623975939
120	850545619274014720
121	849310820345532416
122	849367976138727426
123	848323384727437318
124	850007192262651905
125	848967898240602113
126	848964211472519169
127	850612656834662400
128	850356342900445186
129	848642839701598208
130	850451327129985024
131	847413354993901572
132	849902645024137217
133	849428428633853953
134	849423621961506816
135	850215875680522240
136	847860379682320384
137	848989217921409026
138	848304585852760065
139	849922895132459008
140	847917841659473920
141	849042540091387904
142	847663964657860609
143	849327505312026624
144	848388874573410306
145	847512604788609025
146	850204651714600960
147	848372038670704640
148	849711858751868936
149	848275464820891649
150	850456305756131328
151	847760077108822016
152	850730541943054337
153	848749681211568128
154	848773680989560833
155	849427879196848128
156	847883620345757696
157	848573151328043011
158	847929749292929025
159	849812975007432704
160	847545240680636416
161	850084090623787012
162	850186343560994816
163	847925424965505025
164	848110494422630400
165	847520418793762816
166	850165976016461824
167	849115860715413504
168	849517133969199104
169	848741150005571584
170	847434456524902405
171	849570103842689025
172	850026196633092096
173	848075681695125504
174	850833365293031424
175	848664213853798401
176	850585096067350528
177	848794237306937344
178	850054621447897088
179	848681938986651650
180	850208195909885953
181	849623568619057152
182	847591914874572800
183	849426637657710592
184	850163392337764353
185	847934807615184897
186	848039367448940544
187	850015966750806017
188	848632521701175297
189	848705682937450496
190	848937443432824832
191	848982859352244227
192	849173893122281472
193	848594131257577473
194	848129633061134336
195	847515817638055939
196	848570232109125633
197	848537659144273920
198	848898276984311808
199	849751289399566336
200	847614765463617538
201	849059623504052226
202	850509426616221696
203	849797502211563521
204	847811708995481600
205	850172120697102336
206	850741375817601025
207	849091848337489920
208	848171609659592706
209	849141328512335872
210	849760592332115968
211	849771698870255616
212	849294349326323717
213	847940566386126848
214	848028080576888832
215	850738729203503104
216	847523526751981569
217	849504328779956224
218	848272671410446338
219	848524862305861632
220	847842755221090309
221	850392854304346113
222	850402564143230979
223	849406978984226817
224	849167274485334016
225	849874505442803712
226	850726225979076608
227	847661490001727489
228	849007014353281024
229	848564053874270209
230	850799110391201792
231	849464847800696832
232	849261080119361536
233	847908748433780736
234	849191429494546434
235	848104358172602370
236	848888940497162241
237	847652610655928322
238	849995901200355328
239	848284839086366720
240	849159519225753602
241	849001259759616000
242	849256667690618882
243	847637754422771713
244	848648854337617920
245	849968646592110592
246	850570969634754560
247	847990017255501826
248	850374613288624128
249	848997472273936384
250	850522445731815424
251	850143624574763008
252	848526573594710018
253	848387582735941632
254	849713716803383296
255	848407119791616000
256	849787985352589312
257	849365027547164672
258	850521984349999105
259	849235486455377921
260	847704515168030720
261	849367506372505600
262	850164621247827968
263	849394261820923904
264	849840737122439168
265	848172897285832704
266	850079040690061312
267	850085118249234432
268	850409413441720320
269	850080961681379332
270	849150434367475712
271	847457248355811328
272	848399410698440704
273	847947877058052096
274	848684635953307648
275	849001297487552514
276	847634549970423808
277	850178806405050370
278	850758949947232257
279	850074930263859201
280	848080463214374912
281	850109868824563713
282	849800505366904832
283	847696457930989570
284	848613018179035136
285	849965110806409216
286	848653006707011584
287	847788602587312129
288	850184309315182592
289	849004048971956225
290	849934706296713217
291	849557013428305920
292	848156199769915392
293	850179691386249217
294	849588915279364096
295	847652971361869825
296	849960731965620224
297	849616236988305408
298	850503810443341825
299	848018513365282816
300	849965366675746816
301	850034962757816320
302	848506742904410113
303	848609176217559040
304	850112586737647621
305	849624059377852417
306	847936518899585025
307	848016063866576897
308	850829468801413120
309	849845547964006400
310	850199727593238529
311	847693215717249024
312	848963582314389505
313	849095858096394240
314	847724303902691330
315	848464376235520002
316	848394629162467328
317	848348672169578496
318	848099136263958529
319	847432833324810242
320	849659786463334401
321	848377839384760320
322	848877670389755904
323	848721914898124808
324	847549388843077633
325	848268569381089281
326	849487354414981120
327	850336004707934208
328	850730957145616385
329	849828636563841029
330	848530730162552833
331	849264683030806532
332	848995647780827136
333	847566791014363136
334	847930068055711745
335	847757170464571394
336	849333289261309953
337	850008916129964033
338	848565475743342594
339	847885285467836416
340	847874548045406209
341	850793087391612928
342	848759395215265792
343	847502739768655872
344	850508440938139648
345	848722896390426625
346	849416604915990528
347	849505452824162305
348	848835601529024515
349	850822673999573001
350	850533292201922569
351	848603602000252930
352	850146933893210116
353	848252702303936513
354	848551164790681600
355	850761437156962304
356	849560368875802625
357	849069941466820612
358	848776197588885504
359	849614391498637312
360	848644987193614341
361	849065843661176832
362	849293791462912000
363	848941658682998786
364	847909058803892224
365	849842121217417216
366	850725844310007808
367	847498662905307136
368	848363939448504325
369	848973191452258304
370	847943011665272832
371	849700412475064320
372	849032238872133633
373	850581975501086720
374	850445232789487616
375	849350649473114113
376	848237976106696704
377	849355590354776064
378	847961433073733632
379	848150285797085184
380	847572570752921601
381	850194514073366530
382	849992969356808193
383	850207365416665088
384	848806019073486849
385	850422898120687617
386	850741157713674241
387	847462071814049792
388	848926571796865025
389	848127959517061120
390	849352893400576000
391	847737809565761536
392	850497988724224001
393	849996366776590336
394	849872022414938113
395	850217104590594049
396	849310707107627011
397	847681656198619138
398	850582684342595584
399	848722141382033409
400	849590307817705474
401	848184054151360514
402	848596475873513473
403	850189686425272321
404	848817960261124096
405	849840078595661826
406	849568665204920321
407	849921326450069504
408	848914127288455172
409	848669679052886020
410	850769020483719171
411	848718962112290816
412	848409363769425920
413	849313538267127808
414	847874321582346241
415	850014813292032001
416	850452866422755328
417	847433298888372225
418	850131385591275520
419	850211169662935040
420	848190555322494976
421	847459588790026245
422	848678877174149120
423	848366493792448513
424	847933851326402561
425	850795142592159744
426	850425687320256512
427	848729850533826564
428	849344911673618434
429	848654873142808576
430	847955644929908736
431	849072294479765506
432	847470317815570433
433	848931906938732544
434	850065702811774976
435	849093450540736514
436	848034896312446977
437	849226242230542336
438	849029978155094018
439	848519904655552512
440	850366937699942404
441	849365325325926400
442	849809682483040256
443	847625561576841216
444	848473318512611330
445	850294405626040320
446	847641130862653440
447	849429963749117955
448	847670088341659648
449	848089418049179651
450	848951032956821504
451	848748716517453828
452	850401901426475008
453	849070218295083008
454	850392728475058176
455	849766716053884930
456	849352310425866241
457	848761265866424320
458	848022577645838336
459	849301588674039809
460	849161004030111745
461	848968095393873920
462	850442342930628608
463	847617030379290624
464	848590570289344513
465	849769794635214848
466	848295945569787904
467	849801969178779648
468	847927979300843521
469	848934197012115457
470	847464856852643842
471	850344938587947009
472	847806038300663808
473	849796982134554624
474	849992239552098304
475	848341504129105920
476	848490129295585280
477	850567408678993920
478	849045857798430721
479	849709971298291713
480	850727828215746560
481	847968395614195713
482	848629141092126721
483	850727161308872704
484	848542021220524034
485	848992179062272002
486	848173698397941763
487	848702818257051648
488	847407612983259136
489	848629719926923264
490	850779074226262017
491	848171005654605824
492	849389794887159812
493	848211342276177921
494	849411278116450305
495	847669442397978625
496	847429385611169792
497	847870399912325120
498	849100144675090437
499	847392014358335488
500	848454981023936512
501	850113727567409152
502	850446503655034880
503	847643366430883840
504	850415579068592131
505	850047159789596672
506	847703391081906177
507	849265366698258434
508	847516794898276352
509	848421288150519808
510	847444090828476416
511	849603893147447296
512	850766742968205313
513	847950590780989440
514	848281492027572225
515	847433340843991043
516	848854031309168641
517	850331185469435904
518	850173404141453313
519	850796170213511169
520	849531671439433728
521	850277183784235008
522	849159372446060544
523	849059615111335938
524	848964966455562244
525	847427171022852099
526	849723577616277504
527	849880637511172097
528	850452648331550720
529	850540099574132736
530	847561078351446016
531	848321690207703040
532	849102015301079040
533	850367290050621440
534	850159864932438020
535	849031429384286208
536	850830760634462212
537	847668116989460480
538	849651292989345792
